,Title,Summary,Date,Time,Link
47,"coronavirus india: Airtel accelerating network rollouts, advancing investments to ensure connectivity: Gopal Vittal, Telecom News, ET Telecom",NEW DELHI Bharti Airtel said that it is accelerating its network roll outs upgrading quality of service where possible and advancing investments to meet your requirements during the lockdown across the country due to the COVID19 or Coronavirus outbreakThe telco said that it will continue to assess the situation and take appropriate action so that you have no disruptions and can stay connected with your loved ones“We know there is a great responsibility on us as connectivity providers to do what it takes to make sure everything works at this time of stress…During this difficult time we encourage you to use our digital channels instead of physical stores” Bharti Airtels chief executive Gopal Vittal said in a letter to customers on MondayVittal said that Airtel has also reviewed contingency plans of all its partners managed service providers tower companies equipment providers call centers and software providers to ensure that all operate as a single unit in a coordinated manner“We have built a fullfledged contingency plan to deal with any event including if it comes to it quarantining any of our critical Network Operating Centers Call Centers etc” Vittal saidirtel has enabled each of these locations to operate in a distributed as well as virtual way “Every team has also been broken into two so that we can reduce the number of people on a site in order to make the workplace safer and in turn continue to serve your network needs”The executive also urged Airtel customers to use Airtel website or Airtel Thanks app to raise queries and complaints suggesting that the telco may new need to lower the number of employees visiting a call centre at a given point of time“For any Airtel employee that you may interact with – at an Airtel store or at your home – I want to reassure you that we have taken all appropriate health and safety measures We have not only stepped up sanitation and provided masks to all our field force but are also taking proactive precautionary quarantine measures as and where required” he added,,,https://news.google.com/articles/CBMimQFodHRwczovL3RlbGVjb20uZWNvbm9taWN0aW1lcy5pbmRpYXRpbWVzLmNvbS9uZXdzL2FpcnRlbC1hY2NlbGVyYXRpbmctbmV0d29yay1yb2xsb3V0cy1hZHZhbmNpbmctaW52ZXN0bWVudHMtdG8tZW5zdXJlLWNvbm5lY3Rpdml0eS1nb3BhbC12aXR0YWwvNzQ3NjgyMzbSAZ0BaHR0cHM6Ly90ZWxlY29tLmVjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vYW1wL25ld3MvYWlydGVsLWFjY2VsZXJhdGluZy1uZXR3b3JrLXJvbGxvdXRzLWFkdmFuY2luZy1pbnZlc3RtZW50cy10by1lbnN1cmUtY29ubmVjdGl2aXR5LWdvcGFsLXZpdHRhbC83NDc2ODIzNg?hl=en-IN&gl=IN&ceid=IN%3Aen
48,"airtel news: Airtel says network prepared to support any exigency; in touch with enterprise, govt customers, Telecom News, ET Telecom",A man leaves a Bharti Airtel store in New Delhi India April 20 2016 REUTERSAdnan AbidiFile photoNEW DELHI Bharti Airtel said it is fully prepared to support any exigency as its networks starts to operate in the Business Continuity Planning BCP mode at a time when the demand for bandwidth surges and more people increasingly start to work from home to contain the spread of Covid19 or coronavirusThe telco is constant touch with its enterprise and government customers to enable smooth functioning of all essential services Randeep Sekhon chief technology officer of Airtel told ET“Airtel’s Networks are in Business Continuity Planning BCP mode and are fully prepared to support any exigency Our Mobile Fixed Broadband DTH and Fiber networks are fully geared up to serve customers in the emerging scenario” Sekhon saidHe added said that the telco has activated distributed command centers to monitor and manage networks from different locations in case any geography is not accessible for some time“Our network partners have also activated BCP and are fully geared up to meet any situation” he said adding that Airtel’s mobile network is seeing shift in traffic hotspots and peak usage hours but the telco is geared to meet this demandAirtel has also enabled ‘work from home’ for its employees through secure connections “All operations are running smoothly with over 80 employees working from home seamlessly” Sekhon saidRajan Mathews director general at Cellular Operators Association of India COAI which represents Airtel Jio and Vodafone Idea said that all telecom operators will be able to do traffic management as they monitor traffic in realtime “All networks are principally data networks and are based on IP than the circuit switch thereby are sensitive in case there is overload we will be able to manage that”He however said that as peak hours shift there could be some flattening out of network utilization levels at different timesAirtel’s Sekhon also said that its home Broadband customers are now upgrading to faster speeds and larger quota plans to support work from home and study for home needs“Airtel’s B2B customers are utilising 4G dongles Home Fiber connections and larger enterprise bandwidths which are all being serviced smoothly” he added,,,https://news.google.com/articles/CBMilwFodHRwczovL3RlbGVjb20uZWNvbm9taWN0aW1lcy5pbmRpYXRpbWVzLmNvbS9uZXdzL2FpcnRlbC1zYXlzLW5ldHdvcmstcHJlcGFyZWQtdG8tc3VwcG9ydC1hbnktZXhpZ2VuY3ktaW4tdG91Y2gtd2l0aC1lbnRlcnByaXNlLWdvdnQtY3VzdG9tZXJzLzc0NzYyODI10gGbAWh0dHBzOi8vdGVsZWNvbS5lY29ub21pY3RpbWVzLmluZGlhdGltZXMuY29tL2FtcC9uZXdzL2FpcnRlbC1zYXlzLW5ldHdvcmstcHJlcGFyZWQtdG8tc3VwcG9ydC1hbnktZXhpZ2VuY3ktaW4tdG91Y2gtd2l0aC1lbnRlcnByaXNlLWdvdnQtY3VzdG9tZXJzLzc0NzYyODI1?hl=en-IN&gl=IN&ceid=IN%3Aen
49,"Coronavirus outbreak: Telcos want Amazon, Netflix, YouTube to ease pressure on network infrastructure",Kolkata  Mumbai Phone companies have sought the joint intervention of the telecom department and the home ministry to coax overthetop OTT video streaming services to expedite steps to ease pressure on telco networks amid a surge in video consumption as vast swathes of the workforce work from home amid the Covid19 outbreakThese services include Netflix  Amazon Prime Video Hotstar YouTube and othersThe telcos have called on the video streaming service providers to temporarily migrate from HD hidefinition to SD standard definition streaming and even dispense with heavy bandwidthconsuming advertisements and popups to ease network load “We have seen a significant lift in consumption over the past week and are glad to see the directives issued by DoT and COAI oriented to minimising the data serving burden on our consumers and infrastructure”A Hotstar spokesperson said that the service is built for India and its mobile first and costconscious consumers “We have always aimed to deploy the most efficient and best in class video encoding technology “We are mindful of this extraordinary situation and are closely monitoring it In the larger consumer and national interest we are geared to dynamically make changes and are prepared to reduce the bitrate for our HD streams should the need arise” the spokesperson said,23-03-2020,07:58:00,https://news.google.com/articles/CBMirgFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vdGVjaC9pbnRlcm5ldC9jb3JvbmF2aXJ1cy1vdXRicmVhay10ZWxjb3Mtd2FudC1hbWF6b24tbmV0ZmxpeC15b3V0dWJlLXRvLWVhc2UtcHJlc3N1cmUtb24tbmV0d29yay1pbmZyYXN0cnVjdHVyZS9hcnRpY2xlc2hvdy83NDc2NjM4NS5jbXPSAakBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL3RlY2gvaW50ZXJuZXQvY29yb25hdmlydXMtb3V0YnJlYWstdGVsY29zLXdhbnQtYW1hem9uLW5ldGZsaXgteW91dHViZS10by1lYXNlLXByZXNzdXJlLW9uLW5ldHdvcmstaW5mcmFzdHJ1Y3R1cmUvYW1wX2FydGljbGVzaG93Lzc0NzY2Mzg1LmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen
50,"COAI asks Netflix, Hotstar, other OTTs to lower streaming quality to reduce internet overload",According to ET Telecom COAI has requested the same to OTT players like Netflix Amazon Prime YouTube and Hotstar “This sudden surge in digital use is already putting pressure on the network infrastructure of the Telecom Service Providers TSPs It’s worth noting that Netflix Disney and other OTT players have reduced the streaming quality in Europe to prevent internet overload The streaming giant will “begin reducing bit rates across all our streams in Europe for 30 days” a Netflix spokesperson said “We estimate that this will reduce Netflix traffic on European networks by around 25 percent while also ensuring a good quality service for our members” the statement added,22-03-2020,14:58:48,https://news.google.com/articles/CAIiEJ37jfBMyt3JZZKO7HLfYBkqFggEKg4IACoGCAoww7k_MMevCDCm4QE?hl=en-IN&gl=IN&ceid=IN%3Aen
51,"Even Though Internet is Not Slowing Down, EU Forces Netflix to Reduce Streaming Quality",Netflix Inc said it will cut traffic by 25 on networks across Europe in a relief measure for internet service providers ISPs experiencing a surge in usage due to government “shelter in place” orders aimed at slowing the coronavirus outbreak Netflix said it will remove the highest bandwidth streams within each resolution category for the next 30 days in Europe wherein users might notice a slight decrease in video quality within each category While partners in regions such as Latin America want the company to reduce its bandwidth as soon as possible others wanted to continue business as usual Netflix said Alphabet Inc’s YouTube and Amazoncom Inc joined Netflix in responding to a call by European Union industry chief Thierry Breton to cut picture quality to prevent overload Walt Disney Co’s streaming service Disney which is set to launch in Britain and most major European markets on March 24 has delayed its launch in France by two weeks at the request of the French government,23-03-2020,10:16:14,https://news.google.com/articles/CAIiENEoN6TlNG7ELmdVsuNmVVsqGQgEKhAIACoHCAow5qqNCzD4q58DMOiXqgY?hl=en-IN&gl=IN&ceid=IN%3Aen
52,Netflix to slash traffic across Europe to relieve virus strain on internet providers,Netflix Inc said it will cut traffic by 25 on networks across Europe in a relief measure for internet service providers ISPs experiencing a surge in usage due to government shelter in place orders aimed at slowing the coronavirus outbreak Our goal is simple to maintain the quality of service for our members while supporting ISPs who are facing unprecedented strain on their networks the company said Netflix said it will continue to adhere with normal procedures for all other networks until and unless they experience issues of their own Netflix had over 42 million subscribers in Europe Africa and the Middle East at the end of the first quarter of 2019 showed an exchange filing with the bulk estimated to be in Europe Alphabet Incs YouTube and Amazoncom Inc joined Netflix in responding to a call by European Union industry chief Thierry Breton to cut picture quality to prevent overload,23-03-2020,05:16:00,https://news.google.com/articles/CBMiggFodHRwczovL2phcGFudG9kYXkuY29tL2NhdGVnb3J5L2VudGVydGFpbm1lbnQvbmV0ZmxpeC10by1zbGFzaC10cmFmZmljLWFjcm9zcy1ldXJvcGUtdG8tcmVsaWV2ZS12aXJ1cy1zdHJhaW4tb24taW50ZXJuZXQtcHJvdmlkZXJz0gEA?hl=en-IN&gl=IN&ceid=IN%3Aen
53,Coronavirus outbreak: Anand Mahindra proposes lockdown for a few weeks,NEW DELHI Mahindra Group Chairman Anand Mahindra on Sunday proposed lockdown for the next few weeks expressing concerns over reports that India is likely to have already reached stage3 of coronavirus transmissionHe also offered the facilities of the groups hospitality arm as medical care facilities while the group will work on how its manufacturing facilities can make ventilators Going by various reports from epidemiologists  it is highly likely that India is already in stage3 of transmission Cases could rise exponentially with millions of casualties putting a huge strain on medical infrastructure Mahindra said in a series of tweetsHe further said A lockdown over the next few weeks will help flatten the curve and moderate the peak pressure on medical care Mahindra further said At Mahindra Holidays we stand ready to offer our resorts as temporary care facilities I urge all our various businesses to also set aside contributions for those who are the hardest hit in their ecosystems he said,22-03-2020,17:27:00,https://news.google.com/articles/CBMilAFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vbmV3cy9wb2xpdGljcy1hbmQtbmF0aW9uL2Nvcm9uYXZpcnVzLW91dGJyZWFrLW1haGluZHJhLXByb3Bvc2VzLWxvY2tkb3duLWZvci1mZXctd2Vla3MvYXJ0aWNsZXNob3cvNzQ3NjAyMDcuY21z0gGPAWh0dHBzOi8vbS5lY29ub21pY3RpbWVzLmNvbS9uZXdzL3BvbGl0aWNzLWFuZC1uYXRpb24vY29yb25hdmlydXMtb3V0YnJlYWstbWFoaW5kcmEtcHJvcG9zZXMtbG9ja2Rvd24tZm9yLWZldy13ZWVrcy9hbXBfYXJ0aWNsZXNob3cvNzQ3NjAyMDcuY21z?hl=en-IN&gl=IN&ceid=IN%3Aen
54,"Anand Mahindra Offers to Provide Ventilators, Opens up Resorts for Coronavirus Care Facility",And as the public health emergency threatens to hamper the countrys healthcare system businessman Anand Mahindra has come forward to provide aid to the medical fraternity He further added that Mahindra Group will immediately begin work on how our manufacturing facilities can make ventilators Mahindra also added Mahindra Holidays was ready to offer its resorts as temporary care facilities and that its Project team was ready to assist the government andor the Army in building temporary facilities 25— anand mahindra anandmahindra March 22 2020—Our Projects team stands ready to assist the GovtArmy in erecting temporary care facilities I wud like to donate to a mahindra Fund Plz tell us how to do— Buddha buzzerinmotion March 22 2020Very noble gesture from you Sir,22-03-2020,18:30:34,https://news.google.com/articles/CAIiEEkdNkoAqh2ddw6llZoAxucqGQgEKhAIACoHCAow5qqNCzD4q58DMPbXpwY?hl=en-IN&gl=IN&ceid=IN%3Aen
55,Anand Mahindra Makes Big Announcement To Help The Fight Against Coronavirus,In line with this he has said that Mahindra Group will immediately begin working on making ventilators Also Mr Mahindra has said that is ready to offer all Mahindra Holidays resorts as temporary care units Not just this he has also revealed that his teams are ready to assist the Government and Army to set up the temporary care facilities —To help in the response to this unprecedented threat we at the Mahindra Group will immediately begin work on how our manufacturing facilities can make ventilators —At Mahindra Holidays we stand ready to offer our resorts as temporary care facilities,22-03-2020,08:53:19,https://news.google.com/articles/CBMiY2h0dHBzOi8vZ2FhZGl3YWFkaS5jb20vYW5hbmQtbWFoaW5kcmEtbWFrZXMtYmlnLWFubm91bmNlbWVudC10by1oZWxwLXRoZS1maWdodC1hZ2FpbnN0LWNvcm9ub3ZpcnVzL9IBZ2h0dHBzOi8vZ2FhZGl3YWFkaS5jb20vYW5hbmQtbWFoaW5kcmEtbWFrZXMtYmlnLWFubm91bmNlbWVudC10by1oZWxwLXRoZS1maWdodC1hZ2FpbnN0LWNvcm9ub3ZpcnVzL2FtcC8?hl=en-IN&gl=IN&ceid=IN%3Aen
56,Coronavirus pandemic | Mahindra factories to manufacture ventilators for COVID-19 patients,Mahindra Group CEO Anand Mahindra announced a slew of measures on March 22 to help mitigate the coronavirus crisis in the country As India continues to witness a surge in the number of patients testing positive for COVID19 a dearth of novel coronavirus testing kits and ventilators are proving to be major roadblocks in the testing and treatment process 25— anand mahindra anandmahindra March 22 2020—To help in the response to this unprecedented threat we at the Mahindra Group will immediately begin work on how our manufacturing facilities can make ventilators 35— anand mahindra anandmahindra March 22 2020To help alleviate that crisis Anand Mahindra announced that Mahindra factories will be producing ventilators to lessen the shortage of the artificial breathing machine Coronavirus LIVE updatesThe novel coronavirus has already killed nearly 15000 people across the globe including seven in India,,,https://news.google.com/articles/CBMinAFodHRwczovL3d3dy5tb25leWNvbnRyb2wuY29tL25ld3MvdHJlbmRzL2hlYWx0aC10cmVuZHMvY29yb25hdmlydXMtcGFuZGVtaWMtbWFoaW5kcmEtZmFjdG9yaWVzLXRvLW1hbnVmYWN0dXJlLXZlbnRpbGF0b3JzLWZvci1jb3ZpZC0xOS1wYXRpZW50cy01MDYxMjAxLmh0bWzSAaABaHR0cHM6Ly93d3cubW9uZXljb250cm9sLmNvbS9uZXdzL3RyZW5kcy9oZWFsdGgtdHJlbmRzL2Nvcm9uYXZpcnVzLXBhbmRlbWljLW1haGluZHJhLWZhY3Rvcmllcy10by1tYW51ZmFjdHVyZS12ZW50aWxhdG9ycy1mb3ItY292aWQtMTktcGF0aWVudHMtNTA2MTIwMS5odG1sL2FtcA?hl=en-IN&gl=IN&ceid=IN%3Aen
57,"Suspected COVID-19 Passengers On Board, Pilot Exits AirAsia Cockpit Window",FileAs there were suspected coronavirusinfected passengers aboard AirAsia Indias PuneDelhi flight last Friday the pilotincommand after landing chose to come out of the plane through cockpits secondary exit which is a sliding window An AirAsia India spokesperson said There was a case reported of suspected Covid19 passengers aboard I5732 Pune to New Delhi on 20th March 2020 seated in Row 1 As a safety measure after landing the aircraft was parked at a remote bay and suspected passengers disembarked from the front door the spokesperson noted All other passengers escorted by the crew disembarked from the rear door of the aircraft the spokesperson added The Captain elected to disembark from the secondary exit using a secure trestle given the close proximity of the seats from the cockpit the spokesperson said,,,https://news.google.com/articles/CAIiEI_omLce3ser83BToR3BHmsqGQgEKhAIACoHCAowj8n_CjDIrfkCMMf18wU?hl=en-IN&gl=IN&ceid=IN%3Aen
58,"Suspected corona patient in first row, pilot disembarks via cockpit",Download The Times of India News App for Latest India NewsSubscribe Start Your Daily Mornings with Times of India Newspaper The passengers were subsequently screened and tested negativeAn AirAsia India spokesperson said There was a case reported of suspected Covid19 passengers aboard I5732 Pune to New Delhi on 20th March 2020 seated in Row 1 The passengers were subsequently screened and tested negative As a safety measure after landing the aircraft was parked at a remote bay and suspected passengers disembarked from the front door The captain elected to disembark from the secondary exit using a secure trestle given the close proximity of the seats from the cockpit,,,https://news.google.com/articles/CAIiEJL00vkG6Fbrq6Sa5ImxgM4qGQgEKhAIACoHCAowzrL9CjDC7vQCMK2y1gU?hl=en-IN&gl=IN&ceid=IN%3Aen
59,"Suspected coronavirus passengers onboard, AirAsia India pilot exits from window",New Delhi As there were suspected coronavirus infected passengers aboard AirAsia Indias PuneDelhi flight last Friday the pilotincommand after landing chose to come out of the plane through cockpits secondary exit which is a sliding window An AirAsia India spokesperson said There was a case reported of suspected Covid19 passengers aboard I5732 Pune to New Delhi on 20th March 2020 seated in Row 1 As a safety measure after landing the aircraft was parked at a remote bay and suspected passengers disembarked from the front door the spokesperson noted All other passengers escorted by the crew disembarked from the rear door of the aircraft the spokesperson added The Captain elected to disembark from the secondary exit using a secure trestle given the close proximity of the seats from the cockpit the spokesperson said,23-03-2020,10:04:58,https://news.google.com/articles/CBMihgFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy9pbmRpYS9zdXNwZWN0ZWQtY29yb25hdmlydXMtcGFzc2VuZ2Vycy1vbmJvYXJkLWFpcmFzaWEtaW5kaWEtcGlsb3QtZXhpdHMtZnJvbS13aW5kb3ctMTE1ODQ5Mzc4MjQ3MDAuaHRtbNIBigFodHRwczovL3d3dy5saXZlbWludC5jb20vbmV3cy9pbmRpYS9zdXNwZWN0ZWQtY29yb25hdmlydXMtcGFzc2VuZ2Vycy1vbmJvYXJkLWFpcmFzaWEtaW5kaWEtcGlsb3QtZXhpdHMtZnJvbS13aW5kb3cvYW1wLTExNTg0OTM3ODI0NzAwLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen
60,"With suspected COVID-19 passengers onboard, AirAsia pilot slides down via cockpit window- The New Indian Express",By PTINEW DELHI As there were suspected coronavirusinfected passengers aboard AirAsia Indias PuneDelhi flight last Friday the pilotincommand after landing chose to come out of the plane through cockpits secondary exit which is a sliding window An AirAsia India spokesperson said There was a case reported of suspected COVID19infected passengers aboard I5732 Pune to New Delhi on 20th March 2020 seated in Row 1 As a safety measure after landing the aircraft was parked at a remote bay and suspected passengers disembarked from the front door the spokesperson noted WATCH Pilots of Air Asia Pune to Delhi flight step out of the flight through rear gate after passengers possibly infected with Covid19 sat in Row 1 of the flight The Captain elected to disembark from the secondary exit using a secure trestle given the close proximity of the seats from the cockpit the spokesperson said,,,https://news.google.com/articles/CBMipQFodHRwczovL3d3dy5uZXdpbmRpYW5leHByZXNzLmNvbS9jaXRpZXMvZGVsaGkvMjAyMC9tYXIvMjIvd2F0Y2gtLXdpdGgtc3VzcGVjdGVkLWNvdmlkLTE5LXBhc3NlbmdlcnMtb25ib2FyZC1haXJhc2lhLXBpbG90LXNsaWRlcy1kb3duLXZpYS1jb2NrcGl0LXdpbmRvdy0yMTIwMjUwLmh0bWzSAaQBaHR0cHM6Ly93d3cubmV3aW5kaWFuZXhwcmVzcy5jb20vY2l0aWVzL2RlbGhpLzIwMjAvbWFyLzIyL3dhdGNoLS13aXRoLXN1c3BlY3RlZC1jb3ZpZC0xOS1wYXNzZW5nZXJzLW9uYm9hcmQtYWlyYXNpYS1waWxvdC1zbGlkZXMtZG93bi12aWEtY29ja3BpdC13aW5kb3ctMjEyMDI1MC5hbXA?hl=en-IN&gl=IN&ceid=IN%3Aen
61,Coal India shares down 5% in early session,NEW DELHI Shares of Coal India traded 542 per cent down in Monday s trade at 0932 am The stock opened at Rs 1225 and touched an intraday high and low of Rs 12835 and Rs 12005  respectively in the session so far FinancialsCoal India Ltd incorporated in the year 1973 is a Large Cap company having a market cap of Rs 8162534 Crore operating in Mining sector Coal India Ltd key ProductsRevenue Segments include Other Operating Revenue which contributed Rs 61891 Crore to Sales Value 6624  of Total Sales and Coal which contributed Rs 31539 Crore to Sales Value 3375  of Total Salesfor the year ending 31Mar2019 For the quarter ended Dec 2019  the company reported a net sales of Rs 2156641 crore and net profit of Rs 392076 crore,23-03-2020,09:29:00,https://news.google.com/articles/CAIiEDCiTpZ6wr94TrP0ngolIpAqGQgEKhAIACoHCAow2pqGCzD954MDMJzyigY?hl=en-IN&gl=IN&ceid=IN%3Aen
62,"Coronavirus pandemic: Mutual fund operations to be impacted, AMFI writes to SEBI",The Association of Mutual Funds in India AMFI has written a letter to the Securities and Exchange Board of India SEBI addressing to S V Muralidhar about the impact on mutual fund operations in the wake of coronavirus pandemic The MF Registrars and service providers such as Custodians and Fund Accountants are also impacted and most of their employees are also directed to work from home” AMFI stated in the letter The mutual fund association stated in the letter that it would be difficult to accept physical transactions from investors If there exceptional redemption pressures on the mutual funds SEBI may kindly consider relaxation in the borrowing limits allows under the regulations as requested by AMCs on case to case basis AMFI said “All mutual fund investors and distributors are requested to bear with the mutual funds and to use the digitalelectronic modes for their mutual fund transactionsPlease avoid travelling except for medical reasons or emergencies till the situation becomes normal and stay healthy” AMFI said,,,https://news.google.com/articles/CAIiEC732lvYwgUqlxKahyCGco0qGQgEKhAIACoHCAowlbCPCzCrzaIDMOjUrgY?hl=en-IN&gl=IN&ceid=IN%3Aen
63,MFs seek support from RBI as liquid funds see sharp rise in redemptions,US Fed slashes rates to near zero to cushion coronavirus blow,23-03-2020,08:38:00,https://news.google.com/articles/CBMikAFodHRwczovL2Vjb25vbWljdGltZXMuaW5kaWF0aW1lcy5jb20vbWYvbWYtbmV3cy9tZnMtc2Vlay1zdXBwb3J0LWZyb20tcmJpLWFzLWxpcXVpZC1mdW5kcy1zZWUtc2hhcnAtcmlzZS1pbi1yZWRlbXB0aW9ucy9hcnRpY2xlc2hvdy83NDc2NjkwNi5jbXPSAYsBaHR0cHM6Ly9tLmVjb25vbWljdGltZXMuY29tL21mL21mLW5ld3MvbWZzLXNlZWstc3VwcG9ydC1mcm9tLXJiaS1hcy1saXF1aWQtZnVuZHMtc2VlLXNoYXJwLXJpc2UtaW4tcmVkZW1wdGlvbnMvYW1wX2FydGljbGVzaG93Lzc0NzY2OTA2LmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen
64,Want to buy mutual funds in times of Corona? Here’s what you need to do,To protect the employees from the COVID19 infection AMFI has announced that the offices of AMCs and their RTAs will remain closed for some time The Novel Coronavirus COVID19 has served double blow to mutual fund MF investors who are not Netsavvy So there will be no opportunity to submit physical forms for MF transactions including – freshadditional purchase switch in switch out redemption etc Although the offices will be shut the employees would work from home and MF transactions through online modes would continue So to avail the opportunity to get higher number of units at low NAV by investing in down market investors have no options but to become tech savvy and go online,23-03-2020,11:46:12,https://news.google.com/articles/CAIiEJMGAvZst6ISu-SS_WVS67IqGQgEKhAIACoHCAow55veCjDzvdUBMPXi5gU?hl=en-IN&gl=IN&ceid=IN%3Aen
65,Emirates Airline to temporarily suspend all passenger flights from March 25 as UAE halts all air travel,DUBAI United Arab Emirates — Dubaibased Emirates Airline is suspending all passenger flights from March 25 for a renewable period of two weeks as the United Arab Emirates halts all inbound outbound and transit passenger flights in its effort to combat the spread of the coronavirus As per the latest UAE government directive Emirates will temporarily suspend all passenger flights for 2 weeks from 25 March 2020 Emirates said in a statement Monday morning With Mondays official ban on all passenger flights even for transit by the UAEs Civil Aviation Authority Emirates is now completely suspending its passenger flights for two weeks beginning Wednesday subject to review and renewal Emirates airline is the worlds largest operator of widebody jets and the fourthlargest in terms of passenger and freight ton miles flown Dubai Airport in 2019 was ranked as the worlds largest hub in terms of passenger traffic,22-03-2020,13:48:35,https://news.google.com/articles/CAIiEMlYHa0c3ICI4L0EGGy3GeYqGQgEKhAIACoHCAow2Nb3CjDivdcCMJ_5ngY?hl=en-IN&gl=IN&ceid=IN%3Aen
66,"Saudi Coronavirus Cases Pass 500, Emirates Cancels Most Passenger Flights",Dubai Saudi Arabia reported a jump of almost a quarter in coronavirus cases on Sunday while the United Arab Emirates pumped more money into its economy as its stateowned carrier Emirates said it would halt almost all passenger flights Saudi Arabia recorded 119 new cases of the virus for a total of 511 the highest in the Gulf Arab region the Health Ministry said The tally of cases in the sixnation Gulf Cooperation Council now stands at more than 1700 Emirates one of the world’s biggest airlines said it would suspend passenger operations  with the exception of repatriation flights to some 13 countries  by Wednesday Qatar whose 481 reported coronavirus cases are mostly among migrant workers began erecting checkpoints to enforce a ban on public gatherings,23-03-2020,07:56:04,https://news.google.com/articles/CAIiEBEEQNFu4Usc96zbU7nBAVAqGQgEKhAIACoHCAow5qqNCzD4q58DMKa4pwY?hl=en-IN&gl=IN&ceid=IN%3Aen
67,"UAE to ground passenger flights and close malls, Saudi curfew and Syria's first fatality - The Daily Update",On today’s update the UAE announces plans to suspend all passenger flights and close malls and nonessential stores Some UAE residents are being allowed back into the country and Saudi Arabia has announced a curfew Faisal Salah tells us what’s trending,,,https://news.google.com/articles/CBMilQFodHRwczovL3d3dy50aGVuYXRpb25hbC5hZS9wb2RjYXN0cy91YWUtdG8tZ3JvdW5kLXBhc3Nlbmdlci1mbGlnaHRzLWFuZC1jbG9zZS1tYWxscy1zYXVkaS1jdXJmZXctYW5kLXN5cmlhLXMtZmlyc3QtZmF0YWxpdHktdGhlLWRhaWx5LXVwZGF0ZS0xLjk5NTk4NNIBlQFodHRwczovL2FtcC50aGVuYXRpb25hbC5hZS9wb2RjYXN0cy91YWUtdG8tZ3JvdW5kLXBhc3Nlbmdlci1mbGlnaHRzLWFuZC1jbG9zZS1tYWxscy1zYXVkaS1jdXJmZXctYW5kLXN5cmlhLXMtZmlyc3QtZmF0YWxpdHktdGhlLWRhaWx5LXVwZGF0ZS0xLjk5NTk4NA?hl=en-IN&gl=IN&ceid=IN%3Aen
68,Are you a robot?,Why did this happen Please make sure your browser supports JavaScript and cookies and that you are not blocking them from loading For more information you can review our Terms of Service and Cookie Policy,,,https://news.google.com/articles/CAIiELm7AQN5tUbW-DH2jVcf9fYqGQgEKhAIACoHCAow4uzwCjCF3bsCMIrOrwM?hl=en-IN&gl=IN&ceid=IN%3Aen
69,"Cabinet Approves Rs. 48,000 Crores Plan to Boost Electronics Manufacturing",48000 crores plan to boost electronics manufacturing and woo large investment to a country which following Prime Minister Narendra Modis MakeinIndia drive has become the worlds secondbiggest mobile phone manufacturer New Delhi will provide companies a productionlinked incentive of 4 percent to 6 percent on incremental sales  over base year 201920  of goods made locally for five years the government said in a statement on Saturday The move is likely to boost exports from India where global companies such as Samsung Electronics Apple  through contract manufacturers Hon Hai Precision Industry Foxconn and Wistron – Xiaomi and Oppo assemble smartphones To promote highvalue local manufacturing India plans to provide a financial incentive of 25 percent on capital expenditure for some electronic components semiconductors and display fabrication units the government said Companies investing in new plants or expanding existing facilities will be eligible for this benefit the government said,,,https://news.google.com/articles/CAIiEBmCNiQCiXCpjO3ZfB_mZ-0qGQgEKhAIACoHCAowgubcCjC2gc8BMM3OxwY?hl=en-IN&gl=IN&ceid=IN%3Aen
70,Cabinet approves production-linked incentives for electronics manufacturing firms,The Union Cabinet has approved productionlinked incentives worth Rs 40995 crore for electronics manufacturing companies Two longterm policy decisions have been taken to make India the hub of electronics manufacturing in new directions and medical electronics With these schemes we hope to generate manufacturing revenue potential of Rs 10 lakh crore by 2025 he added Indias share in global electronics manufacturing has grown almost 25 times in six years ie As per industry estimates electronics manufacturing has generated employment for over 20 lakh persons across the country it said,22-03-2020,07:53:32,https://news.google.com/articles/CAIiELaiIyWxAdcBiqs3tQnIY1MqGQgEKhAIACoHCAow6-iECzC_7YEDMIC4qgY?hl=en-IN&gl=IN&ceid=IN%3Aen
71,Cabinet okays three schemes worth Rs 48k crore to promote electronics manufacturing,File PhotoThe union Cabinet on Friday approved three new schemes worth over Rs 48000 crore to promote largescale electronics manufacturing electronic component and semiconductor manufacturing in the country Information Technology Minister Ravi Shankar Prasad said on Saturday A second scheme to further promote electronics manufacturing clusters was approved by the Cabinet on Friday Prasad said Under the scheme electronics manufacturing clusters spread over a minimum area of 200 acres in the plains and at least 100 acres in the hills and Northeast India will be given financial assistance of up to Rs 70 crore per 100 acres The government plans to spend Rs 3762 crore on the project over the next 8 years The total outlay on the project is Rs 3285 crore over the next 8 years,22-03-2020,10:23:03,https://news.google.com/articles/CAIiENCW0qSiwFEuMhfjhlWVttUqGAgEKg8IACoHCAow3rvTBDD89X4w8YzmBQ?hl=en-IN&gl=IN&ceid=IN%3Aen
